start_id,end_id
"6th International Conference on Big Data Computing and Communications, BigCom 2020","Proceedings - 2020 6th International Conference on Big Data Computing and Communications, BigCom 2020"
"10th International Conference on Future Internet of Things and Cloud, FiCloud 2023","Proceedings - 2023 International Conference on Future Internet of Things and Cloud, FiCloud 2023"
"2023 International Telecommunications Conference, ITC-Egypt 2023","2023 International Telecommunications Conference, ITC-Egypt 2023"
"5th IEEE International Conference on Cryptography, Security and Privacy, CSP 2021","2021 IEEE 5th International Conference on Cryptography, Security and Privacy, CSP 2021"
"11th IEEE Global Engineering Education Conference, EDUCON 2020","IEEE Global Engineering Education Conference, EDUCON"
"6th IEEE International Conference on Computer and Communications, ICCC 2020","2020 IEEE 6th International Conference on Computer and Communications, ICCC 2020"
"3rd IEEE International Conference on Smart Internet of Things, SmartIoT 2019","Proceedings - 2019 IEEE International Conference on Smart Internet of Things, SmartIoT 2019"
"32nd IEEE International Conference on Data Engineering, ICDE 2016","2016 IEEE 32nd International Conference on Data Engineering, ICDE 2016"
"11th International Conference on Availability, Reliability and Security, ARES 2016","Proceedings - 2016 11th International Conference on Availability, Reliability and Security, ARES 2016"
"16th IEEE International Conference on Industrial Informatics, INDIN 2018","Proceedings - IEEE 16th International Conference on Industrial Informatics, INDIN 2018"
"3rd IEEE Conference on Cognitive Methods in Situation Awareness and Decision Support, CogSIMA 2013","2013 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support, CogSIMA 2013"
"3rd East Indonesia Conference on Computer and Information Technology, EIConCIT 2021","3rd 2021 East Indonesia Conference on Computer and Information Technology, EIConCIT 2021"
"6th International Conference on Control, Decision and Information Technologies, CoDIT 2019","2019 6th International Conference on Control, Decision and Information Technologies, CoDIT 2019"
"14th IEEE International Conference on Application of Information and Communication Technologies, AICT 2020","14th IEEE International Conference on Application of Information and Communication Technologies, AICT 2020 - Proceedings"
"2017 Global Internet of Things Summit, GIoTS 2017","GIoTS 2017 - Global Internet of Things Summit, Proceedings"
"14th International Conference on Information, Intelligence, Systems and Applications, IISA 2023","14th International Conference on Information, Intelligence, Systems and Applications, IISA 2023"
"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022","13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022"
"55th Annual Conference on Information Sciences and Systems, CISS 2021","2021 55th Annual Conference on Information Sciences and Systems, CISS 2021"
"6th International Conference on Internet of Things: Systems, Management and Security, IOTSMS 2019","2019 6th International Conference on Internet of Things: Systems, Management and Security, IOTSMS 2019"
"1st International Workshop on Ontology-supported Business Intelligence, OBI 2008","Proceedings of the 1st International Workshop on Ontology-supported Business Intelligence, OBI 2008"
"2023 Joint Urban Remote Sensing Event, JURSE 2023","2023 Joint Urban Remote Sensing Event, JURSE 2023"
"6th IEEE International Conference on Advanced Systems and Emergent Technologies, IC_ASET 2023","Proceedings of the 2023 IEEE International Conference on Advanced Systems and Emergent Technologies, IC_ASET 2023"
"3rd IEEE 5G World Forum, 5GWF 2020","2020 IEEE 3rd 5G World Forum, 5GWF 2020 - Conference Proceedings"
"29th Annual IEEE International Conference on High Performance Computing, Data, and Analytics, HiPC 2022","Proceedings - 2022 IEEE 29th International Conference on High Performance Computing, Data, and Analytics, HiPC 2022"
"16th IEEE International Conference on Information Reuse and Integration, IRI 2015","Proceedings - 2015 IEEE 16th International Conference on Information Reuse and Integration, IRI 2015"
"2018 IEEE International Symposium on Workload Characterization, IISWC 2018","2018 IEEE International Symposium on Workload Characterization, IISWC 2018"
"2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","Proceedings of 2018 2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018"
"5th IEEE International Conference on Big Data Analytics, ICBDA 2020","2020 5th IEEE International Conference on Big Data Analytics, ICBDA 2020"
"15th IFIP/IEEE International Symposium on Integrated Network and Service Management, IM 2017",Proceedings of the IM 2017 - 2017 IFIP/IEEE International Symposium on Integrated Network and Service Management
"3rd IEEE Conference on Industrial Cyberphysical Systems, ICPS 2020","Proceedings - 2020 IEEE Conference on Industrial Cyberphysical Systems, ICPS 2020"
"2019 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2019","2019 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2019"
"20th International Conference on Smart Business Technologies, ICSBT 2023",ICSBT International Conference on Smart Business Technologies
"6th IEEE International Conference on Data Science and Advanced Analytics, DSAA 2019","Proceedings - 2019 IEEE International Conference on Data Science and Advanced Analytics, DSAA 2019"
"11th International Conference on Cloud Computing, Data Science and Engineering, Confluence 2021","Proceedings of the Confluence 2021: 11th International Conference on Cloud Computing, Data Science and Engineering"
"44th International Convention on Information, Communication and Electronic Technology, MIPRO 2021","2021 44th International Convention on Information, Communication and Electronic Technology, MIPRO 2021 - Proceedings"
"4th IEEE International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2021","Proceedings - 2021 IEEE 4th International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2021"
"5th International Conference on Trends in Electronics and Informatics, ICOEI 2021","Proceedings of the 5th International Conference on Trends in Electronics and Informatics, ICOEI 2021"
"5th IEEE European Symposium on Security and Privacy Workshops, Euro S and PW 2020","Proceedings - 5th IEEE European Symposium on Security and Privacy Workshops, Euro S and PW 2020"
"18th IEEE International Conference on Information Reuse and Integration, IRI 2017","Proceedings - 2017 IEEE International Conference on Information Reuse and Integration, IRI 2017"
"4th IEEE International Conference on Smart Internet of Things, SmartIoT 2020","Proceedings - 2020 IEEE International Conference on Smart Internet of Things, SmartIoT 2020"
"2021 IEEE International Conference on Smart Data Services, SMDS 2021","Proceedings - 2021 IEEE International Conference on Smart Data Services, SMDS 2021"
"4th International Conference on Blockchain Computing and Applications, BCCA 2022","2022 4th International Conference on Blockchain Computing and Applications, BCCA 2022"
"11th IEEE International Conference on Knowledge Graph, ICKG 2020","Proceedings - 11th IEEE International Conference on Knowledge Graph, ICKG 2020"
"5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications, CloudTech 2020","Proceedings of 2020 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications, CloudTech 2020"
"7th International Conference on Data Science and Machine Learning Applications, CDMA 2022","Proceedings - 2022 7th International Conference on Data Science and Machine Learning Applications, CDMA 2022"
"37th IEEE International Conference on Data Engineering Workshops, ICDEW 2021","Proceedings - 2021 IEEE 37th International Conference on Data Engineering Workshops, ICDEW 2021"
"38th IEEE International Conference on Data Engineering Workshops, ICDEW 2022","Proceedings - 2022 IEEE 38th International Conference on Data Engineering Workshops, ICDEW 2022"
"8th IEEE International Conference on Cloud Networking, CloudNet 2019","Proceeding of the 2019 IEEE 8th International Conference on Cloud Networking, CloudNet 2019"
"20th IEEE International Conference on Trust, Security and Privacy in Computing and Communications, TrustCom 2021","Proceedings - 2021 IEEE 20th International Conference on Trust, Security and Privacy in Computing and Communications, TrustCom 2021"
"9th IEEE International Conference on Cloud Engineering, IC2E 2021","Proceedings - 2021 IEEE International Conference on Cloud Engineering, IC2E 2021"
"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020","11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020"
"2019 IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2019","2019 IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2019 - Proceedings"
"23rd International Arab Conference on Information Technology, ACIT 2022","Proceedings - 2022 23rd International Arab Conference on Information Technology, ACIT 2022"
"9th Swiss Conference on Data Science, SDS 2022","Proceedings - 2022 9th Swiss Conference on Data Science, SDS 2022"
"17th Canadian Workshop on Information Theory, CWIT 2022","2022 17th Canadian Workshop on Information Theory, CWIT 2022"
"9th IEEE Smart World Congress, SWC 2023","Proceedings - 2023 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Autonomous and Trusted Vehicles, Scalable Computing and Communications, Digital Twin, Privacy Computing and Data Security, Metaverse, SmartWorld/UIC/ATC/ScalCom/DigitalTwin/PCDS/Metaverse 2023"
"2020 Information Theory and Applications Workshop, ITA 2020","2020 Information Theory and Applications Workshop, ITA 2020"
"7th IEEE International Conference on Smart Cloud, SmartCloud 2022","Proceedings - 2022 IEEE 7th International Conference on Smart Cloud, SmartCloud 2022"
"31st Chinese Control and Decision Conference, CCDC 2019","Proceedings of the 31st Chinese Control and Decision Conference, CCDC 2019"
"29th Chinese Control and Decision Conference, CCDC 2017","Proceedings of the 29th Chinese Control and Decision Conference, CCDC 2017"
"7th IEEE International Conference on Advances in Computing, Communication and Control, ICAC3 2021","2021 7th IEEE International Conference on Advances in Computing, Communication and Control, ICAC3 2021"
"26th International Conference on Computer Communications and Networks, ICCCN 2017","2017 26th International Conference on Computer Communications and Networks, ICCCN 2017"
"4th International Conference on Smart Systems and Inventive Technology, ICSSIT 2022","Proceedings - 4th International Conference on Smart Systems and Inventive Technology, ICSSIT 2022"
"2020 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2020","2020 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2020 - Proceedings"
"17th IEEE International Conference on Trust, Security and Privacy in Computing and Communications and 12th IEEE International Conference on Big Data Science and Engineering, Trustcom/BigDataSE 2018","Proceedings - 17th IEEE International Conference on Trust, Security and Privacy in Computing and Communications and 12th IEEE International Conference on Big Data Science and Engineering, Trustcom/BigDataSE 2018"
"24th IEEE International Requirements Engineering Conference, RE 2016","Proceedings - 2016 IEEE 24th International Requirements Engineering Conference, RE 2016"
"20th IEEE International Conference on Mobile Ad Hoc and Smart Systems, MASS 2023","Proceedings - 2023 IEEE 20th International Conference on Mobile Ad Hoc and Smart Systems, MASS 2023"
"11th IEEE/ACM International Conference on Utility and Cloud Computing, UCC 2018","Proceedings - 11th IEEE/ACM International Conference on Utility and Cloud Computing, UCC 2018"
"2022 IEEE Technology and Engineering Management Conference, TEMSCON EUROPE 2022","2022 IEEE Technology and Engineering Management Conference: Societal Challenges: Technology, Transitions and Resilience Virtual Conference, TEMSCON EUROPE 2022"
"5th IEEE European Symposium on Security and Privacy, Euro S and P 2020","Proceedings - 5th IEEE European Symposium on Security and Privacy, Euro S and P 2020"
"2018 International Conference on Computational Science and Computational Intelligence, CSCI 2018","Proceedings - 2018 International Conference on Computational Science and Computational Intelligence, CSCI 2018"
"2021 IEEE International Conference on Services Computing, SCC 2021","Proceedings - 2021 IEEE International Conference on Services Computing, SCC 2021"
"2021 IEEE Congress on Cybermatics: 14th IEEE International Conferences on Internet of Things, iThings 2021, 17th IEEE International Conference on Green Computing and Communications, GreenCom 2021, 2021 IEEE International Conference on Cyber Physical and Social Computing, CPSCom 2021 and 7th IEEE International Conference on Smart Data, SmartData 2021","Proceedings - IEEE Congress on Cybermatics: 2021 IEEE International Conferences on Internet of Things, iThings 2021, IEEE Green Computing and Communications, GreenCom 2021, IEEE Cyber, Physical and Social Computing, CPSCom 2021 and IEEE Smart Data, SmartData 2021"
"15th International Conference on Frontiers of Information Technology, FIT 2017","Proceedings - 2017 International Conference on Frontiers of Information Technology, FIT 2017"
"14th IFIP Wireless and Mobile Networking Conference, WMNC 2022","Proceedings of the 14th IFIP Wireless and Mobile Networking Conference, WMNC 2022"
"7th International Conference on Information, Cybernetics, and Computational Social Systems, ICCSS 2020","2020 7th International Conference on Information, Cybernetics, and Computational Social Systems, ICCSS 2020"
"6th International Conference on Business and Industrial Research, ICBIR 2021","6th International Conference on Business and Industrial Research, ICBIR 2021 - Proceedings"
"4th IEEE SmartWorld, 15th IEEE International Conference on Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018","Proceedings - 2018 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018"
"5th International Conference on Computing and Informatics, ICCI 2022","5th International Conference on Computing and Informatics, ICCI 2022"
"2020 International Conference on Computing, Communication and Security, ICCCS 2020","Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020"
"2023 Prognostics and Health Management Conference - Paris, PHM-Paris 2023","Proceedings - 2023 Prognostics and Health Management Conference - Paris, PHM-Paris 2023"
"6th IEEE International Conference on Big Data Computing Service and Applications, BigDataService 2020","Proceedings - 2020 IEEE 6th International Conference on Big Data Computing Service and Applications, BigDataService 2020"
"8th International Conference on ICT for Smart Society, ICISS 2021","8th International Conference on ICT for Smart Society: Digital Twin for Smart Society, ICISS 2021 - Proceeding"
"2019 International Conference on Sustainable Technologies for Industry 4.0, STI 2019","2019 International Conference on Sustainable Technologies for Industry 4.0, STI 2019"
"23rd International Conference on Computer and Information Technology, ICCIT 2020","ICCIT 2020 - 23rd International Conference on Computer and Information Technology, Proceedings"
"2021 International Conference on Information and Communication Technology for Sustainable Development, ICICT4SD 2021","2021 International Conference on Information and Communication Technology for Sustainable Development, ICICT4SD 2021 - Proceedings"
"2nd IEEE International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering, MI-STA 2022","2022 IEEE 2nd International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering, MI-STA 2022 - Proceeding"
"5th ACM/IEEE Conference on Internet of Things Design and Implementation, IoTDI 2020","Proceedings - 5th ACM/IEEE Conference on Internet of Things Design and Implementation, IoTDI 2020"
"32nd Chinese Control and Decision Conference, CCDC 2020","Proceedings of the 32nd Chinese Control and Decision Conference, CCDC 2020"
"8th IEEE International Conference on Cloud Computing and Intelligence Systems, CCIS 2022","Proceedings of 2022 8th IEEE International Conference on Cloud Computing and Intelligence Systems, CCIS 2022"
"17th IEEE International Conference on Dependable, Autonomic and Secure Computing, IEEE 17th International Conference on Pervasive Intelligence and Computing, IEEE 5th International Conference on Cloud and Big Data Computing, 4th Cyber Science and Technology Congress, DASC-PiCom-CBDCom-CyberSciTech 2019","Proceedings - IEEE 17th International Conference on Dependable, Autonomic and Secure Computing, IEEE 17th International Conference on Pervasive Intelligence and Computing, IEEE 5th International Conference on Cloud and Big Data Computing, 4th Cyber Science and Technology Congress, DASC-PiCom-CBDCom-CyberSciTech 2019"
"15th IEEE/ACIS International Conference on Software Engineering Research, Management and Applications, SERA 2017","Proceedings - 2017 15th IEEE/ACIS International Conference on Software Engineering Research, Management and Applications, SERA 2017"
"28th IEEE International Symposium on On-Line Testing and Robust System Design, IOLTS 2022","Proceedings - 2022 IEEE 28th International Symposium on On-Line Testing and Robust System Design, IOLTS 2022"
"8th IEEE International Conference on Fog and Mobile Edge Computing, FMEC 2023","2023 8th International Conference on Fog and Mobile Edge Computing, FMEC 2023"
"2023 IEEE Belgrade PowerTech, PowerTech 2023","2023 IEEE Belgrade PowerTech, PowerTech 2023"
"17th International Conference on Network and Service Management, CNSM 2021","Proceedings of the 2021 17th International Conference on Network and Service Management: Smart Management for Future Networks and Services, CNSM 2021"
"2023 IEEE IAS Global Conference on Emerging Technologies, GlobConET 2023","2023 IEEE IAS Global Conference on Emerging Technologies, GlobConET 2023"
"2020 International Conference Automatics and Informatics, ICAI 2020","2020 International Conference Automatics and Informatics, ICAI 2020 - Proceedings"
"8th Swiss Conference on Data Science, SDS 2021","Proceedings - 2021 8th Swiss Conference on Data Science, SDS 2021"
"3rd IEEE International Conference on Information Technology, Big Data and Artificial Intelligence, ICIBA 2023","Proceedings of 2023 IEEE 3rd International Conference on Information Technology, Big Data and Artificial Intelligence, ICIBA 2023"
"2nd IEEE International Conference on Cyber Security and Resilience, CSR 2022","Proceedings of the 2022 IEEE International Conference on Cyber Security and Resilience, CSR 2022"
"17th ACM Conference on Information and Knowledge Management, CIKM'08","International Conference on Information and Knowledge Management, Proceedings"
"6th International Conference on Neural Information Processing, ICONIP 1999","ICONIP 1999, 6th International Conference on Neural Information Processing - Proceedings"
"30th Annual Conference of the German Classification Society (Gesellschaft fur Klassifikation) on Advances in Data Analysis, GfKl 2006","Studies in Classification, Data Analysis, and Knowledge Organization"
"56th Annual Conference on Information Sciences and Systems, CISS 2022","2022 56th Annual Conference on Information Sciences and Systems, CISS 2022"
"2021 Resilience Week, RWS 2021","2021 Resilience Week, RWS 2021 - Proceedings"
"16th IEEE International Symposium on Workload Characterization, IISWC 2020","Proceedings - 2020 IEEE International Symposium on Workload Characterization, IISWC 2020"
"3rd International Conference on Process Mining, ICPM 2021","Proceedings - 2021 3rd International Conference on Process Mining, ICPM 2021"
"20th Asia-Pacific Network Operations and Management Symposium, APNOMS 2019","2019 20th Asia-Pacific Network Operations and Management Symposium: Management in a Cyber-Physical World, APNOMS 2019"
"19th Annual IEEE International Conference on Intelligence and Security Informatics, ISI 2021","Proceedings - 2021 IEEE International Conference on Intelligence and Security Informatics, ISI 2021"
"14th IEEE International Conference on Networking, Architecture and Storage, NAS 2019","2019 IEEE International Conference on Networking, Architecture and Storage, NAS 2019 - Proceedings"
"8th International Conference on Information Science and Technology, ICIST 2018","8th International Conference on Information Science and Technology, ICIST 2018"
"2nd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2020","Proceedings - 2020 2nd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2020"
"43rd IEEE International Conference on Distributed Computing Systems Workshops, ICDCSW 2023","Proceedings - 2023 IEEE 43rd International Conference on Distributed Computing Systems Workshops, ICDCSW 2023"
"2023 CoNEXT Student Workshop, CoNEXT-SW 2023",CoNEXT-SW 2023 - Proceedings of the CoNEXT Student Workshop 2023
"7th International Conference on Cyber and IT Service Management, CITSM 2019","2019 7th International Conference on Cyber and IT Service Management, CITSM 2019"
"8th International Conference on Information Technology Trends, ITT 2022","8th International Conference on Information Technology Trends: Industry 4.0: Technology Trends and Solutions, ITT 2022"
"23rd International Conference on Information Fusion, FUSION 2020","Proceedings of 2020 23rd International Conference on Information Fusion, FUSION 2020"
"5th International Conference on Big Data and Artificial Intelligence, BDAI 2022","5th International Conference on Big Data and Artificial Intelligence, BDAI 2022"
"4th IEEE/ACM International Workshop on Emerging Trends in Software Engineering for Blockchain, WETSEB 2021","Proceedings - 2021 IEEE/ACM 4th International Workshop on Emerging Trends in Software Engineering for Blockchain, WETSEB 2021"
"2022 International Conference on Data Science and Its Applications, ICoDSA 2022","2022 International Conference on Data Science and Its Applications, ICoDSA 2022"
"9th International Congress on Advanced Applied Informatics, IIAI-AAI 2020","Proceedings - 2020 9th International Congress on Advanced Applied Informatics, IIAI-AAI 2020"
"2019 IEEE/CIC International Conference on Communications in China, ICCC 2019","2019 IEEE/CIC International Conference on Communications in China, ICCC 2019"
"20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGRID 2020","Proceedings - 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGRID 2020"
"7th International Conference on Advanced Informatics: Concepts, Theory and Applications, ICAICTA 2020","2020 7th International Conference on Advanced Informatics: Concepts, Theory and Applications, ICAICTA 2020"
"8th International Conference on Information and Communication Technologies, ICICT 2019","2019 8th International Conference on Information and Communication Technologies, ICICT 2019"
"9th IEEE International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions), ICRITO 2021","2021 9th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions), ICRITO 2021"
"1st International Conference on Intelligent Data Science Technologies and Applications, IDSTA 2020","2020 International Conference on Intelligent Data Science Technologies and Applications, IDSTA 2020"
"5th IEEE International Conference on Big Data Security on Cloud, 5th IEEE International Conference on High Performance and Smart Computing and 4th IEEE International Conference on Intelligent Data and Security, BigDataSecurity/HPSC/IDS 2019","Proceedings - 5th IEEE International Conference on Big Data Security on Cloud, BigDataSecurity 2019, 5th IEEE International Conference on High Performance and Smart Computing, HPSC 2019 and 4th IEEE International Conference on Intelligent Data and Security, IDS 2019"
"9th IEEE International Conference on Cloud Networking, CloudNet 2020","Proceedings - 2020 IEEE 9th International Conference on Cloud Networking, CloudNet 2020"
"2020 IEEE Electric Power and Energy Conference, EPEC 2020","2020 IEEE Electric Power and Energy Conference, EPEC 2020"
"2020 International Conference on Smart Innovations in Design, Environment, Management, Planning and Computing, ICSIDEMPC 2020","Proceedings of the 2020 International Conference on Smart Innovations in Design, Environment, Management, Planning and Computing, ICSIDEMPC 2020"
"4th International Conference on Computing, Communications and Security, ICCCS 2019","2019 4th International Conference on Computing, Communications and Security, ICCCS 2019"
"12th European Conference on Product and Process Modelling, ECPPM 2018","eWork and eBusiness in Architecture, Engineering and Construction - Proceedings of the 12th European Conference on Product and Process Modelling, ECPPM 2018"
"56th IEEE Annual Conference on Decision and Control, CDC 2017","2017 IEEE 56th Annual Conference on Decision and Control, CDC 2017"
"2nd International Conference on Computer Science and Software Engineering, CSASE 2022","Proceedings of the 2nd 2022 International Conference on Computer Science and Software Engineering, CSASE 2022"
"14th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2022","Proceedings of the 2022 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2022"
"2021 Asian Conference on Innovation in Technology, ASIANCON 2021","2021 Asian Conference on Innovation in Technology, ASIANCON 2021"
"1st International Conference on Artificial Intelligence and Data Analytics for Air Transportation, AIDA-AT 2020","2020 International Conference on Artificial Intelligence and Data Analytics for Air Transportation, AIDA-AT 2020"
"3rd International Conference on Control, Decision and Information Technologies, CoDIT 2016","International Conference on Control, Decision and Information Technologies, CoDIT 2016"
"5th IEEE International Conference on Industrial Cyber-Physical Systems, ICPS 2022","Proceedings - 2022 IEEE 5th International Conference on Industrial Cyber-Physical Systems, ICPS 2022"
"7th IEEE International Conference on Big Data Computing Service and Applications, BigDataService 2021","Proceedings - IEEE 7th International Conference on Big Data Computing Service and Applications, BigDataService 2021"
"5th International Conference on Contemporary Computing and Informatics, IC3I 2022","Proceedings of 5th International Conference on Contemporary Computing and Informatics, IC3I 2022"
"2022 IEEE International Conference on Big Data and Smart Computing, BigComp 2022","Proceedings - 2022 IEEE International Conference on Big Data and Smart Computing, BigComp 2022"
"5th IEEE International Conference on Cognitive Machine Intelligence, CogMI 2023","Proceedings - 2023 IEEE 5th International Conference on Cognitive Machine Intelligence, CogMI 2023"
"3rd IEEE International Conference on Data Science in Cyberspace, DSC 2018","Proceedings - 2018 IEEE 3rd International Conference on Data Science in Cyberspace, DSC 2018"
"13th International Conference on Software, Knowledge, Information Management and Applications, SKIMA 2019","2019 13th International Conference on Software, Knowledge, Information Management and Applications, SKIMA 2019"
"27th International Conference on Information Technology, IT 2023","2023 27th International Conference on Information Technology, IT 2023"
"55th International Universities Power Engineering Conference, UPEC 2020","UPEC 2020 - 2020 55th International Universities Power Engineering Conference, Proceedings"
"24th IEEE International Conference on Business Informatics, CBI 2022","Proceedings - 2022 IEEE 24th Conference on Business Informatics, CBI 2022"
"8th IEEE International Conference on Big Data Security on Cloud, 8th IEEE International Conference on High Performance and Smart Computing, and 8th IEEE International Conference on Intelligent Data and Security, BigDataSecurity/HPSC/IDS 2022","Proceedings - 2022 IEEE 8th International Conference on Big Data Security on Cloud, IEEE International Conference on High Performance and Smart Computing, and IEEE International Conference on Intelligent Data and Security, BigDataSecurity/HPSC/IDS 2022"
"1st International Conference on Image Processing and Robotics, ICIPRoB 2020","Proceedings of International Conference on Image Processing and Robotics, ICIPRoB 2020"
"13th International Symposium on Computational Intelligence and Design, ISCID 2020","Proceedings - 2020 13th International Symposium on Computational Intelligence and Design, ISCID 2020"
"8th International Conference on Operations Research and Enterprise Systems, ICORES 2019",ICORES 2019 - Proceedings of the 8th International Conference on Operations Research and Enterprise Systems
"2021 International Conference on Computer Communication and Informatics, ICCCI 2021","2021 International Conference on Computer Communication and Informatics, ICCCI 2021"
"22nd IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2021","Proceedings - 2021 IEEE 22nd International Conference on Information Reuse and Integration for Data Science, IRI 2021"
"2019 IST-Africa Week Conference, IST-Africa 2019","2019 IST-Africa Week Conference, IST-Africa 2019"
"8th IEEE International Conference on Healthcare Informatics, ICHI 2020","2020 IEEE International Conference on Healthcare Informatics, ICHI 2020"
"32nd IEEE International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2018","Proceedings - 2018 IEEE 32nd International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2018"
"11th International Conference on Operations Research and Enterprise Systems, ICORES 2022",International Conference on Operations Research and Enterprise Systems
"13th IEEE Global Engineering Education Conference, EDUCON 2022","IEEE Global Engineering Education Conference, EDUCON"
"2nd International Conference on Applied Artificial Intelligence and Computing, ICAAIC 2023","Proceedings of the 2nd International Conference on Applied Artificial Intelligence and Computing, ICAAIC 2023"
"2023 IEEE International Conference on Big Data and Smart Computing, BigComp 2023","Proceedings - 2023 IEEE International Conference on Big Data and Smart Computing, BigComp 2023"
"20th Annual International Conference on Privacy, Security and Trust, PST 2023","2023 20th Annual International Conference on Privacy, Security and Trust, PST 2023"
"2nd European Conference on Data Analysis, ECDA 2014","Studies in Classification, Data Analysis, and Knowledge Organization"
"31st International Teletraffic Congress, ITC 2019","Proceedings of the 31st International Teletraffic Congress, ITC 2019"
"2020 International Conference on Intelligent Computing and Control Systems, ICICCS 2020","Proceedings of the International Conference on Intelligent Computing and Control Systems, ICICCS 2020"
"2019 IFIP Networking Conference, IFIP Networking 2019","2019 IFIP Networking Conference, IFIP Networking 2019"
"13th IEEE International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2018",International Scientific and Technical Conference on Computer Sciences and Information Technologies
"32nd IEEE International Conference on Advanced Information Networking and Applications Workshops, WAINA 2018","Proceedings - 32nd IEEE International Conference on Advanced Information Networking and Applications Workshops, WAINA 2018"
"27th ACM International Conference on Information and Knowledge Management, CIKM 2018","International Conference on Information and Knowledge Management, Proceedings"
"16th Annual Conference on Privacy, Security and Trust, PST 2018","2018 16th Annual Conference on Privacy, Security and Trust, PST 2018"
"2018 Design, Automation and Test in Europe Conference and Exhibition, DATE 2018","Proceedings of the 2018 Design, Automation and Test in Europe Conference and Exhibition,  DATE 2018"
"4th Workshop on Research Advances in Large Digital Book Repositories and Complementary Media, BooksOnline'11","International Conference on Information and Knowledge Management, Proceedings"
"7th IEEE International Conference on Smart Computing, SMARTCOMP 2021","Proceedings - 2021 IEEE International Conference on Smart Computing, SMARTCOMP 2021"
"7th International Conference on Advanced Computing and Communication Systems, ICACCS 2021","2021 7th International Conference on Advanced Computing and Communication Systems, ICACCS 2021"
"2018 Information Theory and Applications Workshop, ITA 2018","2018 Information Theory and Applications Workshop, ITA 2018"
"10th IEEE Global Engineering Education Conference, EDUCON 2019","IEEE Global Engineering Education Conference, EDUCON"
"12th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2017","Proceedings of the 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2017"
"6th International Symposium on Multidisciplinary Studies and Innovative Technologies, ISMSIT 2022","ISMSIT 2022 - 6th International Symposium on Multidisciplinary Studies and Innovative Technologies, Proceedings"
"2019 IEEE World Congress on Services, SERVICES 2019","Proceedings - 2019 IEEE World Congress on Services, SERVICES 2019"
"19th European Conference on Cyber Warfare and Security, ECCWS 2020","European Conference on Information Warfare and Security, ECCWS"
"2018 International Conference on Computer, Information and Telecommunication Systems, CITS 2018","CITS 2018 - 2018 International Conference on Computer, Information and Telecommunication Systems"
"8th IEEE International Conference on Space Mission Challenges for Information Technology, SMC-IT 2021","Proceedings - 8th IEEE International Conference on Space Mission Challenges for Information Technology, SMC-IT 2021"
"5th International Conference on Intelligent Computing in Data Sciences, ICDS 2021","5th International Conference on Intelligent Computing in Data Sciences, ICDS 2021"
